"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"109",1867,1867,1867,2572,2324,1375,1375,1664,118,957
"110",456,1382,465,929,685,1664,737,2389,1382,929
"111",1509,456,993,2324,40,929,118,2324,465,1382
"112",2324,685,2389,1664,597,118,929,993,957,1375
"113",597,2572,118,597,957,957,2273,456,993,2324
"114",1229,1229,1229,1229,1229,1229,1229,1229,1229,1229
"115",2722,2722,2722,2722,2722,2722,2722,2722,2722,2722
"116",1168,1168,1168,1168,1168,1168,1168,1168,1168,1168
"117",191,191,191,191,191,191,191,191,191,191
"118",2807,2807,2807,2807,2807,2807,2807,2807,2807,2807
"119",548,548,548,548,548,548,548,548,548,548
"120",1012,1012,1012,1012,1012,1012,1012,1012,1012,1012
"121",762,762,762,762,762,762,762,762,762,762
"122",1865,1865,1865,1865,1865,1865,1865,1865,1865,1865
"123",2380,2380,2380,2380,2380,2380,2380,2380,2380,2380
"124",2756,2756,2756,2756,2756,2756,2756,2756,2756,2756
"125",596,596,596,596,596,596,596,596,596,596
"126",237,237,237,237,237,237,237,237,237,237
"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",898,898,898,898,898,898,898,898,898,898
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2714,2714,2714,2714,2714,2714,2714,2714,2714,2714
"133",1523,1523,1523,1523,1523,1523,1523,1523,1523,1523
"134",2297,2297,2297,2297,2297,2297,2297,2297,2297,2297
"135",74,74,74,74,74,74,74,74,74,74
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",1512,1512,1512,1512,1512,1512,1512,1512,1512,1512
"139",2782,2782,2782,2782,2782,2782,2782,2782,2782,2782
"140",489,489,2028,489,2028,489,489,489,2028,2028
"141",2028,2028,489,2028,489,2028,2028,2028,489,489
"142",3182,3182,3182,3182,3182,3182,3182,3182,3182,3182
"143",2773,2773,2773,2773,2773,2773,2773,2773,2773,2773
"144",1127,1127,1127,1127,1127,1127,1127,1127,1127,1127
"145",2637,2637,2637,2637,2637,2637,2637,2637,2637,2637
"146",1214,1214,1214,1214,1214,1214,1214,1214,1214,1214
"147",457,457,2808,2808,2808,457,457,2808,2808,2808
"148",2835,2835,457,2835,457,2808,2808,457,457,2835
"149",2808,2808,2835,457,2835,2835,2835,2835,2835,457
"150",1530,2620,2620,1530,1530,2620,1530,2620,2620,1530
"151",2620,1530,1530,2620,2620,1530,2620,1530,1530,2620
"152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2623,210,2400,2623,2623,2400,1807,1807,122,2623
"165",122,220,1807,220,3161,3161,1342,3161,210,2400
"166",210,1342,210,1807,1807,210,210,122,1342,210
"167",1807,1807,220,2400,122,1807,3161,1342,2400,122
"168",3161,2400,1342,1342,2400,2623,2400,220,220,220
"169",220,3161,2623,3161,210,122,220,210,2623,1342
"170",1342,2623,122,122,1342,220,2623,2400,3161,1807
"171",2400,122,3161,210,220,1342,122,2623,1807,3161
"172",2540,2540,2540,2540,2540,2540,2540,2540,2540,2540
"173",2973,2973,2973,2973,2973,2973,2973,2973,2973,2973
"174",2486,2486,2486,2486,2486,2486,2486,2486,2486,2486
"175",1269,1269,1269,1269,1269,1269,1269,1269,1269,1269
"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2833,1967,1261,2833,1967,2833,1967,2833,1261,1261
"179",1261,1261,1967,1261,2833,1967,2833,1967,2833,2833
"180",1967,2833,2833,1967,1261,1261,1261,1261,1967,1967
"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",747,747,747,747,747,747,747,747,747,747
"201",2177,2177,2177,2177,2177,2177,2177,2177,2177,2177
"202",3078,3078,3078,3078,3078,3078,3078,3078,3078,3078
"203",1917,1917,1917,1917,1917,1917,1917,1917,1917,1917
"204",2352,2352,2352,2352,2352,2352,2352,2352,2352,2352
"205",647,647,647,647,647,647,647,647,647,647
"206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",1328,1328,1328,1328,1328,1328,1328,1328,1328,1328
"210",1208,1208,1208,1208,1208,1208,1208,1208,1208,1208
"211",2585,2585,2585,2585,2585,2585,2585,2585,2585,2585
"212",1365,1365,1365,1365,1365,1365,1365,1365,1365,1365
"213",1451,1451,1451,1451,1451,1451,1451,1451,1451,1451
"214",1755,1755,1755,1755,1755,1755,1755,1755,1755,1755
"215",1295,1295,1295,1295,1295,1295,1295,1295,1295,1295
"216",2278,2278,2278,2278,2278,2278,2278,2278,2278,2278
"217",2690,2690,2690,2690,2690,2690,2690,2690,2690,2690
"218",2887,2887,2887,2887,2887,2887,2887,2887,2887,2887
"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",398,398,398,398,398,398,398,398,398,398
"222",10,10,10,10,10,10,10,10,10,10
"223",1763,1763,1763,1763,1763,1763,1763,1763,1763,1763
"224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",588,2337,2337,2337,588,588,2337,2337,2337,2337
"227",2337,588,588,588,2337,2337,588,588,588,588
"228",1304,1304,1304,1304,1304,1304,1304,1304,1304,1304
"229",1630,1630,1630,1630,1630,1630,1630,1630,1630,1630
"230",2271,2473,2271,2271,2473,2473,2473,2271,2473,2473
"231",2473,2271,2473,2473,2271,2271,2271,2473,2271,2271
"232",2440,2440,2440,2440,2440,2440,2440,2440,2440,2440
"233",2820,2820,2820,2820,2820,2820,2820,2820,2820,2820
"234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",934,934,934,934,934,934,934,934,934,934
"238",1425,1425,1425,1425,1425,1425,1425,1425,1425,1425
"239",2347,2347,2347,2347,2347,2347,2347,2347,2347,2347
"240",1791,2192,2192,1901,1901,1791,1791,1791,2192,1901
"241",1901,1791,1791,2192,2192,1901,1901,1901,1791,1791
"242",2192,1901,1901,1791,1791,2192,2192,2192,1901,2192
"243",1896,1896,1896,1896,1896,1896,1896,1896,1896,1896
"244",493,493,493,493,493,493,493,493,493,493
"245",2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
"246",658,658,658,658,658,658,658,658,658,658
"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2296,2296,2296,2296,2296,2296,2296,2296,2296,2296
"252",2002,2002,2002,2002,2002,2002,2002,2002,2002,2002
"253",549,549,549,549,549,549,549,549,549,549
"254",2532,2532,2532,2532,2532,2532,2532,2532,2532,2532
"255",666,666,666,666,666,666,666,666,666,666
"256",1252,1252,1252,1252,1252,1252,1252,1252,1252,1252
"257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",3144,3144,3144,3144,3144,3144,3144,3144,3144,3144
"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2388,2388,2388,2388,2388,2388,2388,2388,2388,2388
"263",787,787,787,787,787,787,787,787,787,787
"264",2905,2905,2905,2905,2905,2905,2905,2905,2905,2905
"265",1031,1031,1031,1031,1031,1031,1031,1031,1031,1031
"266",2399,2399,2399,2399,2399,2399,2399,2399,2399,2399
"267",1167,1167,1167,1167,1167,1167,1167,1167,1167,1167
"268",48,48,48,48,48,48,48,48,48,48
"269",28,28,28,28,28,28,28,28,28,28
"270",1666,1666,1666,1666,1666,1666,1666,1666,1666,1666
"271",1537,1537,1537,1537,1537,1537,1537,1537,1537,1537
"272",1470,1470,1470,1470,1470,1470,1470,1470,1470,1470
"273",5,5,5,5,5,5,5,5,5,5
"274",196,196,196,196,196,196,196,196,196,196
"275",582,582,582,582,582,582,582,582,582,582
"276",484,484,484,484,484,484,484,484,484,484
"277",1848,1848,1848,1848,1848,1848,1848,1848,1848,1848
"278",190,190,190,190,190,190,190,190,190,190
"279",200,200,200,200,200,200,200,200,200,200
"280",2452,2452,2452,2452,2452,2452,2452,2452,2452,2452
"281",811,811,811,811,811,811,811,811,811,811
"282",1577,1577,1577,1577,1577,1577,1577,1577,1577,1577
"283",2421,2421,2421,2421,2421,2421,2421,2421,2421,2421
"284",2032,2032,2032,2032,2032,2032,2032,2032,2032,2032
"285",1501,1501,1501,1501,1501,1501,1501,1501,1501,1501
"286",2988,2988,2988,2988,2988,2988,2988,2988,2988,2988
"287",2009,2009,2009,2009,2009,2009,2009,2009,2009,2009
"288",772,772,772,772,772,772,772,772,772,772
"289",345,345,345,345,345,345,345,345,345,345
"290",259,259,259,259,259,259,259,259,259,259
"291",1604,1604,1604,1604,1604,1604,1604,1604,1604,1604
"292",2348,2348,2348,2348,2348,2348,2348,2348,2348,2348
"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2566,2566,2566,2566,2566,2566,2566,2566,2566,2566
"296",1624,1624,1624,1624,1624,1624,1624,1624,1624,1624
"297",3050,3050,3050,3050,3050,3050,3050,3050,3050,3050
"298",2925,2925,2925,2925,2925,2925,2925,2925,2925,2925
"299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2606,2606,2606,2606,2606,2606,2606,2606,2606,2606
"304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",955,955,955,955,955,955,955,955,955,955
"313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",845,845,845,845,845,845,845,845,845,845
"318",328,328,328,328,328,328,328,328,328,328
"319",1354,1354,1354,1354,1354,1354,1354,1354,1354,1354
"320",507,507,507,507,507,507,507,507,507,507
"321",1832,1832,1832,1832,1832,1832,1832,1832,1832,1832
"322",432,432,432,432,432,432,432,432,432,432
"323",2021,2021,209,2021,209,209,2021,209,209,209
"324",209,209,2021,209,2021,2021,209,2021,2021,2021
"325",2851,2851,2851,2851,2851,2851,2851,2851,2851,2851
"326",646,646,646,646,646,646,646,646,646,646
"327",287,287,287,287,287,287,287,287,287,287
"328",1972,1972,1972,1972,1972,1972,1972,1972,1972,1972
"329",405,405,405,405,405,405,405,405,405,405
"330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",1582,1582,1582,1582,1582,1582,1582,1582,1582,1582
"333",1839,1839,1839,1839,1839,1839,1839,1839,1839,1839
"334",1408,1408,1408,1408,931,931,931,931,1408,1408
"335",931,931,931,931,1408,1408,1408,1408,931,931
"336",140,140,140,140,140,140,140,140,140,140
"337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2590,2590,2590,2590,2590,2590,2590,2590,2590,2590
"345",700,700,700,700,700,700,700,700,700,700
"346",1045,1045,1741,1741,1045,1741,1045,460,1045,1045
"347",1741,1741,1045,460,1741,1045,1741,1741,460,1741
"348",460,460,460,1045,460,460,460,1045,1741,460
"349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2645,2645,2645,2645,2645,2645,2645,2645,2645,2645
"356",2299,2299,2299,2299,2299,2299,2299,2299,2299,2299
"357",3003,3024,3024,3003,3024,3024,3003,3024,3024,3024
"358",3024,3003,3003,3024,3003,3003,3024,3003,3003,3003
"359",360,360,360,360,360,360,360,360,360,360
"360",1736,1736,1736,1736,1736,1736,1736,1736,1736,1736
"361",22,2881,2881,2881,22,22,2881,2881,22,2881
"362",2881,22,22,22,2881,2881,22,22,2881,22
"363",260,260,260,260,260,260,260,260,260,260
"364",827,827,827,827,827,827,827,827,827,827
"365",25,25,25,25,25,25,25,25,25,25
"366",1460,1460,1460,1460,1460,1460,1460,1460,1460,1460
"367",513,513,513,513,513,513,513,513,2260,513
"368",2260,2260,2260,2260,2260,2260,2260,2260,513,2260
"369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",1063,1063,1063,1063,1063,1063,1063,1063,1063,1063
"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",1753,1753,1753,1753,1753,1753,1753,1753,1753,1753
"375",2045,2045,2045,2045,2045,2045,2045,2045,2045,2045
"376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",2224,2224,2224,2224,2224,2224,2224,2224,2224,2224
"379",1716,879,1028,1028,1716,879,1716,879,1028,1716
"380",1028,1028,1716,1716,1028,1716,879,1716,1716,1028
"381",879,1716,879,879,879,1028,1028,1028,879,879
"382",726,726,726,726,726,726,726,726,726,726
"383",2043,2043,2043,2043,2043,2043,2043,2043,2043,2043
"384",2628,2628,2628,2628,2628,2628,2628,2628,2628,2628
"385",2994,2994,2994,2994,2994,2994,2994,2994,2994,2994
"386",2837,2837,2837,2837,2837,2837,2837,2837,2837,2837
"387",829,829,829,829,829,829,829,829,829,829
"388",1702,1702,1702,1702,1702,1702,1702,1702,1702,1702
"389",678,678,678,678,678,678,678,678,678,678
"390",1276,1276,1276,1276,1276,1276,1276,1276,1276,1276
"391",1973,1973,1973,1973,1973,1973,1973,1973,1973,1973
"392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",699,699,699,699,699,699,699,699,699,699
"395",400,400,400,400,400,400,400,400,400,400
"396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",95,95,95,95,95,95,95,95,95,95
"399",999,999,999,999,999,999,999,999,999,999
"400",35,35,35,35,35,35,35,35,35,35
"401",3056,3056,3056,3056,3056,3056,3056,3056,3056,3056
"402",1731,1731,1731,1731,1731,1731,1731,1731,1731,1731
"403",2488,2488,2488,2488,2488,2488,2488,2488,2488,2488
"404",2989,2989,2989,2989,2989,2989,2989,2989,2989,2989
"405",2280,2280,2280,2280,2280,2280,2280,2280,2280,2280
"406",1757,1757,1757,1757,1757,1757,1757,1757,1757,1757
"407",3176,2564,2564,1822,2564,2564,3176,3176,2564,2564
"408",2564,1822,1822,2564,3176,1822,2564,2564,3176,3176
"409",1822,3176,3176,3176,1822,3176,1822,1822,1822,1822
"410",2661,2661,2661,2661,2661,2661,2661,2661,2661,2661
"411",2338,2338,2338,2338,2338,2338,2338,2338,2338,2338
"412",3062,3062,3062,3062,3062,3062,3062,3062,3062,3062
"413",2104,2104,2104,2104,2104,2104,2104,2104,2104,2104
"414",2733,2733,2733,2733,2733,2733,2733,2733,2733,2733
"415",1067,1067,1067,1067,1067,1067,1067,1067,1067,1067
"416",2659,2659,2659,2659,2659,2659,2659,2659,2659,2659
"417",3190,3190,3190,3190,3190,3190,3190,3190,3190,3190
"418",2292,2292,2292,2292,2292,2292,2292,2292,2292,2292
"419",2899,2899,2899,2899,2899,2899,2899,2899,2899,2899
"420",274,274,274,274,274,274,274,274,274,274
"421",2102,2102,2102,2102,2102,2102,2102,2102,2102,2102
"422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",1366,2731,1366,2731,1366,2731,1366,1366,1366,1366
"430",2731,1366,2731,1366,2731,1366,2731,2731,2731,2731
"431",2462,2462,132,132,3026,3026,2462,3026,3026,2462
"432",3026,3026,2462,2462,132,132,3026,2462,132,132
"433",132,132,3026,3026,2462,2462,132,132,2462,3026
"434",1329,1329,1329,1329,1329,1329,1329,1329,1329,1329
"435",437,437,437,437,437,437,437,437,437,437
"436",2363,2784,2784,2363,1614,1614,2363,1614,2784,1614
"437",1614,1614,1614,1614,2784,2363,1614,2363,1614,2784
"438",2784,2363,2363,2784,2363,2784,2784,2784,2363,2363
"439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",12,12,12,12,12,12,12,12,12,12
"450",2946,2946,2946,2946,2946,2946,2946,2946,2946,2946
"451",902,902,902,902,902,902,902,902,902,902
