"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"110",957,1382,1664,118,597,2273,1867,465,118,2273
"111",465,456,2572,465,737,1867,456,993,1509,1664
"112",597,2273,597,40,40,1509,737,957,737,957
"113",40,40,685,1382,1375,597,1382,118,456,597
"114",1229,1229,1229,1229,1229,1229,1229,1229,1229,1229
"115",2722,2722,2722,2722,2722,2722,2722,2722,2722,2722
"116",1168,1168,1168,1168,1168,1168,1168,1168,1168,1168
"117",191,191,191,191,191,191,191,191,191,191
"118",2807,2807,2807,2807,2807,2807,2807,2807,2807,2807
"119",548,548,548,548,548,548,548,548,548,548
"120",1012,1012,1012,1012,1012,1012,1012,1012,1012,1012
"121",762,762,762,762,762,762,762,762,762,762
"122",1865,1865,1865,1865,1865,1865,1865,1865,1865,1865
"123",2380,2380,2380,2380,2380,2380,2380,2380,2380,2380
"124",2756,2756,2756,2756,2756,2756,2756,2756,2756,2756
"125",596,596,596,596,596,596,596,596,596,596
"126",237,237,237,237,237,237,237,237,237,237
"127",417,417,417,417,417,417,417,417,417,417
"128",2040,2040,2040,2040,2040,2040,2040,2040,2040,2040
"129",898,898,898,898,898,898,898,898,898,898
"130",1427,1427,1427,1427,1427,1427,1427,1427,1427,1427
"131",1823,1823,1823,1823,1823,1823,1823,1823,1823,1823
"132",2714,2714,2714,2714,2714,2714,2714,2714,2714,2714
"133",1523,1523,1523,1523,1523,1523,1523,1523,1523,1523
"134",2297,2297,2297,2297,2297,2297,2297,2297,2297,2297
"135",74,74,74,74,74,74,74,74,74,74
"136",570,18,570,570,570,570,570,570,18,570
"137",18,570,18,18,18,18,18,18,570,18
"138",1512,1512,1512,1512,1512,1512,1512,1512,1512,1512
"139",2782,2782,2782,2782,2782,2782,2782,2782,2782,2782
"140",2028,489,2028,489,2028,2028,489,489,489,2028
"141",489,2028,489,2028,489,489,2028,2028,2028,489
"142",3182,3182,3182,3182,3182,3182,3182,3182,3182,3182
"143",2773,2773,2773,2773,2773,2773,2773,2773,2773,2773
"144",1127,1127,1127,1127,1127,1127,1127,1127,1127,1127
"145",2637,2637,2637,2637,2637,2637,2637,2637,2637,2637
"146",1214,1214,1214,1214,1214,1214,1214,1214,1214,1214
"147",457,2835,2808,457,2808,2835,2835,2808,2808,2835
"148",2808,457,457,2808,2835,2808,457,2835,2835,2808
"149",2835,2808,2835,2835,457,457,2808,457,457,457
"150",2620,1530,2620,1530,2620,2620,2620,2620,1530,2620
"151",1530,2620,1530,2620,1530,1530,1530,1530,2620,1530
"152",2483,557,1895,2924,1895,2483,1895,2483,557,557
"153",557,157,2483,557,3087,1895,557,157,1895,3087
"154",157,3087,3087,2483,2483,157,2483,1895,2483,2483
"155",3087,2924,2924,1895,157,3087,3087,3087,3087,1895
"156",1895,1895,557,3087,557,557,157,557,157,157
"157",2924,2483,157,157,2924,2924,2924,2924,2924,2924
"158",2499,2499,2499,2499,2499,2499,112,112,3032,112
"159",112,112,3032,112,112,112,2499,2499,2499,2499
"160",3032,3032,112,3032,3032,3032,3032,3032,112,3032
"161",37,176,2344,37,176,2344,37,37,2344,37
"162",176,2344,37,2344,37,176,176,176,176,176
"163",2344,37,176,176,2344,37,2344,2344,37,2344
"164",220,1807,1342,122,1807,210,3161,1342,1807,122
"165",2400,210,220,1342,220,3161,1807,122,2623,2400
"166",210,3161,210,1807,122,122,220,1807,220,1342
"167",3161,2400,2623,210,1342,2400,1342,2623,3161,210
"168",122,1342,1807,3161,210,1807,2623,220,1342,1807
"169",2623,122,2400,2623,3161,1342,210,210,122,220
"170",1342,2623,3161,2400,2400,2623,2400,2400,210,2623
"171",1807,220,122,220,2623,220,122,3161,2400,3161
"172",2540,2540,2540,2540,2540,2540,2540,2540,2540,2540
"173",2973,2973,2973,2973,2973,2973,2973,2973,2973,2973
"174",2486,2486,2486,2486,2486,2486,2486,2486,2486,2486
"175",1269,1269,1269,1269,1269,1269,1269,1269,1269,1269
"176",2457,2457,2457,2457,2457,2457,2457,2457,2457,2457
"177",3063,3063,3063,3063,3063,3063,3063,3063,3063,3063
"178",1967,2833,1967,1967,1967,1967,1967,2833,2833,1967
"179",2833,1261,1261,2833,2833,1261,2833,1261,1261,1261
"180",1261,1967,2833,1261,1261,2833,1261,1967,1967,2833
"181",2765,1843,2765,1536,1843,1536,2765,1536,1843,2765
"182",1843,2765,1843,1843,2765,2765,1843,1843,1536,1843
"183",1536,1536,1536,2765,1536,1843,1536,2765,2765,1536
"184",474,1356,1211,474,474,474,2641,474,1356,2641
"185",1356,474,2641,2641,2641,2790,474,1211,1211,1356
"186",2641,2641,2790,1211,1211,1356,2790,2790,2641,2790
"187",1211,2790,1356,1356,1356,1211,1356,2641,2790,1211
"188",2790,1211,474,2790,2790,2641,1211,1356,474,474
"189",1522,1522,1522,2772,1522,1522,1522,1522,1522,2772
"190",2772,743,743,1522,2772,743,743,2772,743,743
"191",743,2772,2772,743,743,2772,2772,743,2772,1522
"192",376,1184,1942,1369,1184,376,1184,1369,1184,1184
"193",3125,920,1184,920,3125,920,1942,3125,3125,3125
"194",1942,1942,376,3125,920,3125,3125,376,920,920
"195",1369,1369,920,1184,1369,1942,376,1942,376,376
"196",1184,376,1369,1942,376,1369,1369,1184,1369,1369
"197",920,3125,3125,376,1942,1184,920,920,1942,1942
"198",1056,1056,1056,308,308,1056,1056,1056,1056,1056
"199",308,308,308,1056,1056,308,308,308,308,308
"200",747,747,747,747,747,747,747,747,747,747
"201",2177,2177,2177,2177,2177,2177,2177,2177,2177,2177
"202",3078,3078,3078,3078,3078,3078,3078,3078,3078,3078
"203",1917,1917,1917,1917,1917,1917,1917,1917,1917,1917
"204",2352,2352,2352,2352,2352,2352,2352,2352,2352,2352
"205",647,647,647,647,647,647,647,647,647,647
"206",2735,2735,2735,2517,2735,2735,2517,2501,2517,2517
"207",2517,2501,2501,2735,2501,2517,2735,2517,2735,2735
"208",2501,2517,2517,2501,2517,2501,2501,2735,2501,2501
"209",1328,1328,1328,1328,1328,1328,1328,1328,1328,1328
"210",1208,1208,1208,1208,1208,1208,1208,1208,1208,1208
"211",2585,2585,2585,2585,2585,2585,2585,2585,2585,2585
"212",1365,1365,1365,1365,1365,1365,1365,1365,1365,1365
"213",1451,1451,1451,1451,1451,1451,1451,1451,1451,1451
"214",1755,1755,1755,1755,1755,1755,1755,1755,1755,1755
"215",1295,1295,1295,1295,1295,1295,1295,1295,1295,1295
"216",2278,2278,2278,2278,2278,2278,2278,2278,2278,2278
"217",2690,2690,2690,2690,2690,2690,2690,2690,2690,2690
"218",2887,2887,2887,2887,2887,2887,2887,2887,2887,2887
"219",2288,2288,2288,2288,2288,2288,2288,2288,2288,2288
"220",558,558,558,558,558,558,558,558,558,558
"221",398,398,398,398,398,398,398,398,398,398
"222",10,10,10,10,10,10,10,10,10,10
"223",1763,1763,1763,1763,1763,1763,1763,1763,1763,1763
"224",2429,2429,2523,2429,2429,2429,2523,2523,2523,2523
"225",2523,2523,2429,2523,2523,2523,2429,2429,2429,2429
"226",2337,2337,588,2337,2337,2337,588,2337,588,2337
"227",588,588,2337,588,588,588,2337,588,2337,588
"228",1304,1304,1304,1304,1304,1304,1304,1304,1304,1304
"229",1630,1630,1630,1630,1630,1630,1630,1630,1630,1630
"230",2473,2473,2473,2473,2473,2473,2473,2473,2473,2473
"231",2271,2271,2271,2271,2271,2271,2271,2271,2271,2271
"232",2440,2440,2440,2440,2440,2440,2440,2440,2440,2440
"233",2820,2820,2820,2820,2820,2820,2820,2820,2820,2820
"234",1268,1268,2583,2583,1268,1268,1268,235,1268,1268
"235",235,2583,235,235,235,235,235,2583,235,2583
"236",2583,235,1268,1268,2583,2583,2583,1268,2583,235
"237",934,934,934,934,934,934,934,934,934,934
"238",1425,1425,1425,1425,1425,1425,1425,1425,1425,1425
"239",2347,2347,2347,2347,2347,2347,2347,2347,2347,2347
"240",1791,1791,1791,1791,1791,1791,1791,1791,1791,1791
"241",1901,1901,2192,2192,2192,1901,2192,2192,1901,2192
"242",2192,2192,1901,1901,1901,2192,1901,1901,2192,1901
"243",1896,1896,1896,1896,1896,1896,1896,1896,1896,1896
"244",493,493,493,493,493,493,493,493,493,493
"245",2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
"246",658,658,658,658,658,658,658,658,658,658
"247",242,242,242,242,242,242,242,137,242,242
"248",137,137,137,137,137,137,137,242,137,137
"249",517,517,517,1319,517,517,517,1319,1319,517
"250",1319,1319,1319,517,1319,1319,1319,517,517,1319
"251",2296,2296,2296,2296,2296,2296,2296,2296,2296,2296
"252",2002,2002,2002,2002,2002,2002,2002,2002,2002,2002
"253",549,549,549,549,549,549,549,549,549,549
"254",2532,2532,2532,2532,2532,2532,2532,2532,2532,2532
"255",666,666,666,666,666,666,666,666,666,666
"256",1252,1252,1252,1252,1252,1252,1252,1252,1252,1252
"257",851,851,851,497,851,497,851,497,851,497
"258",497,497,497,851,497,851,497,851,497,851
"259",3144,3144,3144,3144,3144,3144,3144,3144,3144,3144
"260",3018,908,908,3018,3018,3018,3018,908,3018,908
"261",908,3018,3018,908,908,908,908,3018,908,3018
"262",2388,2388,2388,2388,2388,2388,2388,2388,2388,2388
"263",787,787,787,787,787,787,787,787,787,787
"264",2905,2905,2905,2905,2905,2905,2905,2905,2905,2905
"265",1031,1031,1031,1031,1031,1031,1031,1031,1031,1031
"266",2399,2399,2399,2399,2399,2399,2399,2399,2399,2399
"267",1167,1167,1167,1167,1167,1167,1167,1167,1167,1167
"268",48,48,48,48,48,48,48,48,48,48
"269",28,28,28,28,28,28,28,28,28,28
"270",1666,1666,1666,1666,1666,1666,1666,1666,1666,1666
"271",1537,1537,1537,1537,1537,1537,1537,1537,1537,1537
"272",1470,1470,1470,1470,1470,1470,1470,1470,1470,1470
"273",5,5,5,5,5,5,5,5,5,5
"274",196,196,196,196,196,196,196,196,196,196
"275",582,582,582,582,582,582,582,582,582,582
"276",484,484,484,484,484,484,484,484,484,484
"277",1848,1848,1848,1848,1848,1848,1848,1848,1848,1848
"278",190,190,190,190,190,190,190,190,190,190
"279",200,200,200,200,200,200,200,200,200,200
"280",2452,2452,2452,2452,2452,2452,2452,2452,2452,2452
"281",811,811,811,811,811,811,811,811,811,811
"282",1577,1577,1577,1577,1577,1577,1577,1577,1577,1577
"283",2421,2421,2421,2421,2421,2421,2421,2421,2421,2421
"284",2032,2032,2032,2032,2032,2032,2032,2032,2032,2032
"285",1501,1501,1501,1501,1501,1501,1501,1501,1501,1501
"286",2988,2988,2988,2988,2988,2988,2988,2988,2988,2988
"287",2009,2009,2009,2009,2009,2009,2009,2009,2009,2009
"288",772,772,772,772,772,772,772,772,772,772
"289",345,345,345,345,345,345,345,345,345,345
"290",259,259,259,259,259,259,259,259,259,259
"291",1604,1604,1604,1604,1604,1604,1604,1604,1604,1604
"292",2348,2348,2348,2348,2348,2348,2348,2348,2348,2348
"293",2261,2261,2261,2261,2261,2261,2261,2261,3068,3068
"294",3068,3068,3068,3068,3068,3068,3068,3068,2261,2261
"295",2566,2566,2566,2566,2566,2566,2566,2566,2566,2566
"296",1624,1624,1624,1624,1624,1624,1624,1624,1624,1624
"297",3050,3050,3050,3050,3050,3050,3050,3050,3050,3050
"298",2925,2925,2925,2925,2925,2925,2925,2925,2925,2925
"299",3107,3107,2074,1381,2074,2074,3107,3107,1381,2074
"300",1193,2074,1381,3107,1381,1381,1381,1381,3107,1193
"301",1381,1381,3107,2074,3107,3107,2074,2074,2074,1381
"302",2074,1193,1193,1193,1193,1193,1193,1193,1193,3107
"303",2606,2606,2606,2606,2606,2606,2606,2606,2606,2606
"304",1690,2897,1690,1690,997,2897,2897,997,2897,997
"305",997,1690,997,2897,2897,997,997,1690,997,1690
"306",704,997,2897,997,704,704,1690,2897,1690,704
"307",2897,704,704,704,1690,1690,704,704,704,2897
"308",135,135,2427,135,2427,2427,2427,2427,135,2427
"309",2427,2427,135,2427,135,135,135,135,2427,135
"310",3036,3036,3036,3036,3036,3036,3036,3036,3036,3036
"311",368,368,368,368,368,368,368,368,368,368
"312",955,955,955,955,955,955,955,955,955,955
"313",2514,2514,1698,2514,2514,2514,1231,2868,2868,2868
"314",1698,1231,2868,1231,1698,2868,2514,1698,2514,1698
"315",2868,1698,2514,1698,1231,1698,1698,2514,1698,2514
"316",1231,2868,1231,2868,2868,1231,2868,1231,1231,1231
"317",845,845,845,845,845,845,845,845,845,845
"318",328,328,328,328,328,328,328,328,328,328
"319",1354,1354,1354,1354,1354,1354,1354,1354,1354,1354
"320",507,507,507,507,507,507,507,507,507,507
"321",1832,1832,1832,1832,1832,1832,1832,1832,1832,1832
"322",432,432,432,432,432,432,432,432,432,432
"323",209,209,2021,209,2021,209,209,209,209,209
"324",2021,2021,209,2021,209,2021,2021,2021,2021,2021
"325",2851,2851,2851,2851,2851,2851,2851,2851,2851,2851
"326",646,646,646,646,646,646,646,646,646,646
"327",287,287,287,287,287,287,287,287,287,287
"328",1972,1972,1972,1972,1972,1972,1972,1972,1972,1972
"329",405,405,405,405,405,405,405,405,405,405
"330",361,361,361,2826,2826,2826,2826,361,361,2826
"331",2826,2826,2826,361,361,361,361,2826,2826,361
"332",1582,1582,1582,1582,1582,1582,1582,1582,1582,1582
"333",1839,1839,1839,1839,1839,1839,1839,1839,1839,1839
"334",931,931,931,931,931,931,931,931,931,931
"335",1408,1408,1408,1408,1408,1408,1408,1408,1408,1408
"336",140,140,140,140,140,140,140,140,140,140
"337",1447,1516,1447,370,1533,1447,370,1447,1516,370
"338",370,1533,1516,1447,370,370,1516,370,370,1447
"339",1533,370,370,1516,1447,1533,1533,1533,1533,1533
"340",1516,1447,1533,1533,1516,1516,1447,1516,1447,1516
"341",1890,1036,1036,1036,1036,1669,1036,1036,1036,1669
"342",1669,1669,1669,1669,1890,1890,1669,1669,1669,1890
"343",1036,1890,1890,1890,1669,1036,1890,1890,1890,1036
"344",2590,2590,2590,2590,2590,2590,2590,2590,2590,2590
"345",700,700,700,700,700,700,700,700,700,700
"346",1045,1045,1045,1045,1045,1045,1045,1045,1045,1045
"347",460,460,460,1741,1741,1741,460,460,460,1741
"348",1741,1741,1741,460,460,460,1741,1741,1741,460
"349",2158,2158,2804,2804,2158,203,2804,2158,2804,2804
"350",203,2804,2158,203,203,2158,2158,2804,2158,203
"351",2804,203,203,2158,2804,2804,203,203,203,2158
"352",429,429,429,3083,429,17,17,3083,3083,17
"353",17,17,3083,17,3083,3083,3083,17,17,429
"354",3083,3083,17,429,17,429,429,429,429,3083
"355",2645,2645,2645,2645,2645,2645,2645,2645,2645,2645
"356",2299,2299,2299,2299,2299,2299,2299,2299,2299,2299
"357",3024,3024,3024,3024,3024,3024,3024,3024,3024,3024
"358",3003,3003,3003,3003,3003,3003,3003,3003,3003,3003
"359",360,360,360,360,360,360,360,360,360,360
"360",1736,1736,1736,1736,1736,1736,1736,1736,1736,1736
"361",2881,22,2881,2881,2881,2881,2881,2881,22,2881
"362",22,2881,22,22,22,22,22,22,2881,22
"363",260,260,260,260,260,260,260,260,260,260
"364",827,827,827,827,827,827,827,827,827,827
"365",25,25,25,25,25,25,25,25,25,25
"366",1460,1460,1460,1460,1460,1460,1460,1460,1460,1460
"367",513,513,513,513,513,513,513,513,513,513
"368",2260,2260,2260,2260,2260,2260,2260,2260,2260,2260
"369",2921,2921,2069,2069,2069,2069,2069,2921,2069,2069
"370",2069,2069,2921,2921,2921,2921,2921,2069,2921,2921
"371",1063,1063,1063,1063,1063,1063,1063,1063,1063,1063
"372",2705,817,817,817,817,817,2705,2705,2705,2705
"373",817,2705,2705,2705,2705,2705,817,817,817,817
"374",1753,1753,1753,1753,1753,1753,1753,1753,1753,1753
"375",2045,2045,2045,2045,2045,2045,2045,2045,2045,2045
"376",2013,2943,2013,2013,2943,2943,2013,2943,2943,2943
"377",2943,2013,2943,2943,2013,2013,2943,2013,2013,2013
"378",2224,2224,2224,2224,2224,2224,2224,2224,2224,2224
"379",1028,879,1028,1028,1028,1028,1028,1028,1028,1028
"380",1716,1028,1716,879,1716,1716,879,879,879,1716
"381",879,1716,879,1716,879,879,1716,1716,1716,879
"382",726,726,726,726,726,726,726,726,726,726
"383",2043,2043,2043,2043,2043,2043,2043,2043,2043,2043
"384",2628,2628,2628,2628,2628,2628,2628,2628,2628,2628
"385",2994,2994,2994,2994,2994,2994,2994,2994,2994,2994
"386",2837,2837,2837,2837,2837,2837,2837,2837,2837,2837
"387",829,829,829,829,829,829,829,829,829,829
"388",1702,1702,1702,1702,1702,1702,1702,1702,1702,1702
"389",678,678,678,678,678,678,678,678,678,678
"390",1276,1276,1276,1276,1276,1276,1276,1276,1276,1276
"391",1973,1973,1973,1973,1973,1973,1973,1973,1973,1973
"392",1444,1444,1444,1444,1444,1444,1444,1444,1444,1444
"393",2801,2801,2801,2801,2801,2801,2801,2801,2801,2801
"394",699,699,699,699,699,699,699,699,699,699
"395",400,400,400,400,400,400,400,400,400,400
"396",3002,3002,3002,3002,3002,3002,3002,3002,3002,3002
"397",1744,1744,1744,1744,1744,1744,1744,1744,1744,1744
"398",95,95,95,95,95,95,95,95,95,95
"399",999,999,999,999,999,999,999,999,999,999
"400",35,35,35,35,35,35,35,35,35,35
"401",3056,3056,3056,3056,3056,3056,3056,3056,3056,3056
"402",1731,1731,1731,1731,1731,1731,1731,1731,1731,1731
"403",2488,2488,2488,2488,2488,2488,2488,2488,2488,2488
"404",2989,2989,2989,2989,2989,2989,2989,2989,2989,2989
"405",2280,2280,2280,2280,2280,2280,2280,2280,2280,2280
"406",1757,1757,1757,1757,1757,1757,1757,1757,1757,1757
"407",2564,2564,3176,2564,2564,1822,2564,3176,2564,2564
"408",3176,3176,2564,3176,3176,2564,1822,2564,3176,3176
"409",1822,1822,1822,1822,1822,3176,3176,1822,1822,1822
"410",2661,2661,2661,2661,2661,2661,2661,2661,2661,2661
"411",2338,2338,2338,2338,2338,2338,2338,2338,2338,2338
"412",3062,3062,3062,3062,3062,3062,3062,3062,3062,3062
"413",2104,2104,2104,2104,2104,2104,2104,2104,2104,2104
"414",2733,2733,2733,2733,2733,2733,2733,2733,2733,2733
"415",1067,1067,1067,1067,1067,1067,1067,1067,1067,1067
"416",2659,2659,2659,2659,2659,2659,2659,2659,2659,2659
"417",3190,3190,3190,3190,3190,3190,3190,3190,3190,3190
"418",2292,2292,2292,2292,2292,2292,2292,2292,2292,2292
"419",2899,2899,2899,2899,2899,2899,2899,2899,2899,2899
"420",274,274,274,274,274,274,274,274,274,274
"421",2102,2102,2102,2102,2102,2102,2102,2102,2102,2102
"422",206,1330,2478,2478,991,991,991,2478,991,2478
"423",2478,1189,2847,2847,1330,2847,1330,1189,206,2847
"424",1330,206,1330,1189,2847,1189,206,2847,1189,206
"425",2847,991,930,930,930,206,930,930,930,1189
"426",1189,930,206,206,1189,930,1189,1330,2847,930
"427",930,2847,1189,1330,206,1330,2847,206,1330,1330
"428",991,2478,991,991,2478,2478,2478,991,2478,991
"429",1366,1366,1366,1366,1366,1366,1366,1366,1366,1366
"430",2731,2731,2731,2731,2731,2731,2731,2731,2731,2731
"431",3026,132,132,2462,3026,2462,132,2462,132,2462
"432",2462,2462,3026,132,132,132,2462,132,2462,132
"433",132,3026,2462,3026,2462,3026,3026,3026,3026,3026
"434",1329,1329,1329,1329,1329,1329,1329,1329,1329,1329
"435",437,437,437,437,437,437,437,437,437,437
"436",1614,2784,2784,2784,2784,2363,1614,1614,2363,1614
"437",2363,1614,2363,1614,1614,1614,2363,2363,1614,2363
"438",2784,2363,1614,2363,2363,2784,2784,2784,2784,2784
"439",1157,1157,1157,2752,2752,2752,271,271,1157,271
"440",271,1998,2752,271,271,1998,1998,1157,2752,1157
"441",1998,2752,1998,1998,1998,1157,2752,1998,1998,1998
"442",2752,271,271,1157,1157,271,1157,2752,271,2752
"443",1426,44,44,44,44,44,44,44,44,44
"444",44,1426,1426,1426,1426,1426,1426,1426,1426,1426
"445",2626,2626,2626,2844,2626,2844,2626,2626,2626,2626
"446",2844,2844,2844,2626,2844,2626,2844,2844,2844,2844
"447",285,285,285,285,285,285,285,285,285,285
"448",2062,2062,2062,2062,2062,2062,2062,2062,2062,2062
"449",12,12,12,12,12,12,12,12,12,12
"450",2946,2946,2946,2946,2946,2946,2946,2946,2946,2946
"451",902,902,902,902,902,902,902,902,902,902
"452",1851,1851,1851,1851,2066,1851,2066,1851,1851,1851
"453",2066,2066,2066,2066,1851,2066,1851,2066,2066,2066
"454",1196,1196,1639,1639,1196,1196,1639,1639,1196,1639
"455",1639,1639,1196,1196,1639,1639,1196,1196,1639,1196
"456",2841,2841,1473,2841,2841,2841,2841,2841,2841,2841
"457",2883,2883,2883,2883,2883,2883,2883,2883,2883,2883
"458",1473,1473,2841,1473,1473,1473,1473,1473,1473,1473
"459",2145,2145,2145,2145,2145,4,4,2145,2145,2145
"460",4,4,4,4,4,2145,2145,4,4,4
"461",2875,2875,2477,2477,2477,1265,1265,2477,2875,2875
"462",2477,2477,1265,1265,2875,2875,2477,1265,2477,1265
"463",1265,1265,2875,2875,1265,2477,2875,2875,1265,2477
"464",620,3181,620,3181,620,2768,2931,620,2931,2931
